ソート	地方＆都道府県番号	ID	国名2文字	国名	地方番号	地方	都道府県番号	都道府県			緯度	経度	遺跡	Site Name	標本番号	性別	年齢	可視化開始ユリウス日=IF(S2="","",ROUND((S2-R2/2)*365.2425+1721242,0))	可視化終了ユリウス日=IF(S2="","",ROUND((S2+R2/2)*365.2425+1721242,0))	ユリウス日=IF(S2="","",ROUND(S2*365.2425+1721242,0))	可視化する年代幅=IF(S2="","",-0.4*IF(S2>1400,1400,S2)+680)	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)		年代	年代補足	ハプログループ結果	使用部位	APLP	PCR-Luminex	その他	その他手法				NGS	手法	(Quality)	NGS	手法	(Quality)	Schmutziによる汚染率推定 [min, max]		Y	Y新	文献1	文献2	文献3	文献4	文献5
CN10416	416	638	CN	中華人民共和国	4	中南地区	16	河南省	ラク河市	VWC9+QFV 臨潁県, 中華人民共和国 河南省 ラク河市	33.8719844	113.9186659	固厢		LGM41			1509401	1786986	1648194	760	-200	战国晚期-西汉初期					-	约2200年前	M8a2b																	O2a2b1a1a		[75]				
CN10416	416	639	CN	中華人民共和国	4	中南地区	16	河南省	ラク河市	VWC9+QFV 臨潁県, 中華人民共和国 河南省 ラク河市	33.8719844	113.9186659	固厢		LGM79			1461628	1755137	1608382	803.6	-309	战国晚期-西汉初期					2338-2180cal.BP	约2200年前	B4d1'2'3																	n/a		[75]				
CN10627	627	640	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H24V+XG4 大保当鎮, 中華人民共和国 陝西省 楡林市 神木県	38.557394	110.043837	神疙瘩梁		SM-SGDLM27			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）					-	约4000年前	G2a1																	C2b1a2b		[75]				
CN10627	627	641	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H24V+XG4 大保当鎮, 中華人民共和国 陝西省 楡林市 神木県	38.557394	110.043837	神疙瘩梁		SM-SGDLM6			670512	1227726	949119	1525.6	-2114	大口文化（新石器晚期）					4143-3985cal.BP	约4000年前	D5a2a1b																	O2a2b1a1a1a2a*-F2137		[75]				
CN10627	627	642	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H24V+XG4 大保当鎮, 中華人民共和国 陝西省 楡林市 神木県	38.557394	110.043837	神疙瘩梁		SM-SGDLM7X			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）					-	约4000年前	D4g2a1																	n/a		[75]				
CN10627	627	643	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H886+H2X 高家堡鎮, 中華人民共和国 陝西省 楡林市 神木県	38.5664991	110.3101228	石峁		SM-3			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）					-	约4000年前	N>A15a?																	-		[75]				
CN10627	627	644	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H886+H2X 高家堡鎮, 中華人民共和国 陝西省 楡林市 神木県	38.5664991	110.3101228	石峁		SM-K4-4			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）					-	约4000年前	B4a4																	-		[75]				
CN10627	627	645	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H886+H2X 高家堡鎮, 中華人民共和国 陝西省 楡林市 神木県	38.5664991	110.3101228	石峁		SM-K4-1			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）					-	约4000年前	A+(T152C T16362C)																	N1		[75]				
CN10627	627	646	CN	中華人民共和国	6	西北地区	27	陝西省	楡林市	H886+H2X 高家堡鎮, 中華人民共和国 陝西省 楡林市 神木県	38.5664991	110.3101228	石峁		SM-K4-14			720478	1261036	990757	1480	-2000	大口文化（新石器晚期）						约4000年前	-																	-		[75]				
CN10416	416	647	CN	中華人民共和国	4	中南地区	16	河南省	鄭州市	R99W+M9F ケイ陽市, 中華人民共和国 河南省 鄭州市	34.8191841	113.3959228	汪沟		WGM35			181380	901638	541509	1972	-3230	仰韶文化中晚期大河村三期类型（新石器中期）					5304-5056cal.BP	约5300年前	F1d																	n/a		[75]				
CN10416	416	648	CN	中華人民共和国	4	中南地区	16	河南省	鄭州市	R99W+M9F ケイ陽市, 中華人民共和国 河南省 鄭州市	34.8191841	113.3959228	汪沟		WGM43			150699	881184	515942	2000	-3300	仰韶文化中晚期大河村三期类型（新石器中期）					-	约5300年前	-																	O2a2b1a1a		[75]				
CN10416	416	649	CN	中華人民共和国	4	中南地区	16	河南省	鄭州市	R99W+M9F ケイ陽市, 中華人民共和国 河南省 鄭州市	34.8191841	113.3959228	汪沟		WGM70			150699	881184	515942	2000	-3300	仰韶文化中晚期大河村三期类型（新石器中期）					-	约5300年前	M8a2																	n/a		[75]				
CN10416	416	650	CN	中華人民共和国	4	中南地区	16	河南省	鄭州市	R99W+M9F ケイ陽市, 中華人民共和国 河南省 鄭州市	34.8191841	113.3959228	汪沟		WGM76S			150699	881184	515942	2000	-3300	仰韶文化中晚期大河村三期类型（新石器中期）					-	约5300年前	C4a1a1																	n/a		[75]				
CN10416	416	651	CN	中華人民共和国	4	中南地区	16	河南省	鄭州市	R99W+M9F ケイ陽市, 中華人民共和国 河南省 鄭州市	34.8191841	113.3959228	汪沟		WGM94			150699	881184	515942	2000	-3300	仰韶文化中晚期大河村三期类型（新石器中期）					-	约5300年前	B4d1																	O1b1a2c~		[75]				
CN10416	416	652	CN	中華人民共和国	4	中南地区	16	河南省	三門峡市	HX7H+R4H 陽店鎮, 中華人民共和国 河南省 三門峡市 霊宝市	34.564554	110.977875	晓坞		XW-M1R18			-202563	645676	221556	2322.4	-4106	仰韶文化早期东庄类型（新石器中期）					[测年]6175-5937cal.BP	约6000年前	D4g2a1																	Q1a1a1 >FGC14753		[75]				
CN10629	629	653	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M10I			1640889	1874644	1757766	640	100	东汉-北魏					-	约1900年前	D4a3																	-		[75]				
CN10629	629	654	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M17IV			1640889	1874644	1757766	640	100	东汉-北魏					-	约1900年前	D4b2b																	-		[75]				
CN10629	629	655	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M19IQS			1640889	1874644	1757766	640	100	东汉-北魏					-	约1900年前	N9a1																	n/a		[75]				
CN10629	629	656	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M21II			1640012	1874059	1757036	640.8	98	东汉-北魏					1882-1822cal.BP	约1900年前	G2b1b																	O2a2b1a1a1a2a-F2137		[75]				
CN10629	629	657	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M22IV			1640889	1874644	1757766	640	100	东汉-北魏					-	约1900年前	F1g																	n[Y]/a		[75]				
CN10629	629	658	CN	中華人民共和国	6	西北地区	29	青海省	海東市	GXJ6+CW4 平安県, 中華人民共和国 青海省 海東市	36.5310071	101.9623168	大槽子		DCZ-M6			1640889	1874644	1757766	640	100	东汉-北魏					-	约1900年前	Z3																	n/a		[75]				
CN10629	629	659	CN	中華人民共和国	6	西北地区	29	青海省	海東市	WG9J+RQR 加定鎮, 中華人民共和国 青海省 海東市 互助トゥ族自治県	36.9196142	102.5318758	金蝉口		JCKM1-1			757294	1285581	1021437	1446.4	-1916	齐家文化（新石器晚期）					3898-3834cal.BP	约4000年前	G3a2																	O2a2b1a1a7a		[75]				
CN10629	629	660	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM11			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	F1g																	n/a		[75]				
CN10629	629	661	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM14			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	A18																	O2a2b1a2a1		[75]				
CN10629	629	662	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM25			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	B4c1b2c2																	D1a1a1a1		[75]				
CN10629	629	663	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM2			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	F1g																	n/a		[75]				
CN10629	629	664	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM3			700316	1247596	973956	1498.4	-2046	齐家文化（新石器晚期）					4079-3913cal.BP	约4000年前	G1c1																	O2a2b1a1a7a		[75]				
CN10629	629	665	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM4			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	F1a1a																	n/a		[75]				
CN10629	629	666	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM5			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	F1g																	O2a2b1a1a7a		[75]				
CN10629	629	667	CN	中華人民共和国	6	西北地区	29	青海省	海東市	VR66+FVG 官亭鎮, 中華人民共和国 青海省 海東市 民和回族トゥ族自治県	35.861186	102.812201	喇家		LJM7			720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）					-	约4000年前	M11																	-		[75]				
CN10105	105	668	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		ZLNR-2			-810254	240549	-284852	2877	-5492.5	新石器早期<br>鲜卑文化（东汉）					7475-7410cal.BP	约7400、1900年前	C5																	n/a		[75]				
CN10105	105	669	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		WQM4			-769712	267577	-251068	2840	-5400	新石器早期<br>鲜卑文化（东汉）					7430-7270cal.BP	约7400、1900年前	C4a1a																	n/a		[75]				
CN10105	105	670	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		MGS-M6			-769712	267577	-251068	2840	-5400	新石器早期<br>鲜卑文化（东汉）					-	约7400、1900年前	C5a1																	C2a1a1a2a-Y11607		[75]				
CN10105	105	671	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		MGS-M7L			-769712	267577	-251068	2840	-5400	新石器早期<br>鲜卑文化（东汉）					-	约7400、1900年前	Z3a1																	C2a1a1a2a-F3825>C2a1a1a2a2-Y10425?		[75]				
CN10105	105	672	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		MGS-M7R			-769712	267577	-251068	2840	-5400	新石器早期<br>鲜卑文化（东汉）					-	约7400、1900年前	C4a1a4a																	C2a1a1a2a2		[75]				
CN10105	105	673	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	フルンボイル	中華人民共和国 フルンボイル フルン湖	49.177071	117.763796	扎赉诺尔/五七/蘑菇山		ZLNR-1			1643957	1876689	1760323	637.2	107	新石器早期<br>鲜卑文化（东汉）					1876-1810cal.BP	约7400、1900年前	N9a9																	C2a1a1a2a		[75]				
CN10105	105	674	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	ウランチャブ	Q943+XHX 新風郷, 中華人民共和国 内モンゴル ウランチャブ チャハル右翼前旗	40.7575	113.354	庙子沟		MZGM10-1			63041	822745	442893	2080	-3500	庙子沟文化/仰韶文化海生不浪类型（新石器中期）					-	约5500年前	A14																	C2b1b-Z12264		[75]				
CN10105	105	675	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	ウランチャブ	Q943+XHX 新風郷, 中華人民共和国 内モンゴル ウランチャブ チャハル右翼前旗	40.7575	113.354	庙子沟		MZGM16			63041	822745	442893	2080	-3500	庙子沟文化/仰韶文化海生不浪类型（新石器中期）					-	约5500年前	C4a2a1																	C2b1b1'-Z12272		[75]				
CN10105	105	676	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	ウランチャブ	Q943+XHX 新風郷, 中華人民共和国 内モンゴル ウランチャブ チャハル右翼前旗	40.7575	113.354	庙子沟		MZGM25-2			63041	822745	442893	2080	-3500	庙子沟文化/仰韶文化海生不浪类型（新石器中期）					-	约5500年前	D4b2																	n/a		[75]				
CN10631	631	677	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	ホータン地区	XXH4+CVX 吐沙拉郷, 中華人民共和国 新疆ウイグル ホータン地区 ホータン	36.978611	79.957222						1621385	1861641	1741513	657.8	55.5	西汉<br>东汉-魏晋																										[100]				
CN10104	104	678	CN	中華人民共和国	1	華北地区	4	山西省	臨汾市	WG53+J94 襄汾県, 中華人民共和国 山西省 臨汾市	35.909023	111.503464						1340440	1674345	1507393	914.2	-585.5	春秋时代																										[100]				
CN10207	207	679	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M45			-2452749	-854448	-1653599	4376	-9240	旧石器时代<br>新石器时代<br>汉书二期文化					11235-11145 calBP	约12000-2300年前	D4h1+12396C																	n/a		[81]				
CN10207	207	680	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M54a			-780669	260272	-260199	2850	-5425	旧石器时代<br>新石器时代<br>汉书二期文化					7430-7320 calBP	约12000-2300年前	B4c1a2																	pre-N1a1a3		[81]				
CN10207	207	681	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M54b			-809158	241279	-283939	2876	-5490	旧石器时代<br>新石器时代<br>汉书二期文化					7470-7410 calBP	约12000-2300年前	-																	n/a		[81]				
CN10207	207	682	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M54c			-785052	257350	-263851	2854	-5435	旧石器时代<br>新石器时代<br>汉书二期文化					7420-7350 calBP	约12000-2300年前	-																	-		[81]				
CN10207	207	683	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M82			-150626	680301	264838	2275	-3987.5	旧石器时代<br>新石器时代<br>汉书二期文化					5995-5880 calBP	约12000-2300年前	-																	-		[81]				
CN10207	207	684	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M89			-136381	689797	276708	2262	-3955	旧石器时代<br>新石器时代<br>汉书二期文化					5940-5870 calBP	约12000-2300年前	A+152C																	pre-N1a1a1B1(ISOGG:N1a1a2)		[81]				
CN10207	207	685	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M95			-94744	717556	311406	2224	-3860	旧石器时代<br>新石器时代<br>汉书二期文化					5900-5720 calBP	约12000-2300年前	-																	n/a		[81]				
CN10207	207	686	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M93			-92552	719017	313232	2222	-3855	旧石器时代<br>新石器时代<br>汉书二期文化					5900-5710 calBP	约12000-2300年前	-																	-		[81]				
CN10207	207	687	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M50			-79404	727782	324189	2210	-3825	旧石器时代<br>新石器时代<br>汉书二期文化					5900-5650 calBP	约12000-2300年前	-																	-		[81]				
